tahun,bulan,minggu,kategori,jumlah_order,kategori_encoded
2017,5,18,telephony,51,68
2017,5,18,toys,36,69
2017,5,18,watches_gifts,16,70
2017,5,19,agro_industry_and_commerce,1,0
2017,5,19,air_conditioning,2,1
2017,5,19,arts_and_craftmanship,1,3
2017,5,19,audio,3,4
2017,5,19,auto,21,5
2017,5,19,baby,24,6
2017,5,19,bed_bath_table,77,7
2017,5,19,books_general_interest,7,8
2017,5,19,books_technical,1,10
2017,5,19,computers_accessories,90,15
2017,5,19,consoles_games,5,16
2017,5,19,cool_stuff,54,20
2017,5,19,costruction_tools_garden,4,21
2017,5,19,dvds_blu_ray,1,25
2017,5,19,electronics,18,26
2017,5,19,fashion_bags_accessories,16,28
2017,5,19,fashion_male_clothing,1,30
2017,5,19,fashion_shoes,5,31
2017,5,19,fashion_sport,2,32
2017,5,19,fashion_underwear_beach,2,33
2017,5,19,fixed_telephony,2,34
2017,5,19,food_drink,3,37
2017,5,19,furniture_bedroom,2,38
2017,5,19,furniture_decor,58,39
2017,5,19,furniture_living_room,4,40
2017,5,19,furniture_mattress_and_upholstery,1,41
2017,5,19,garden_tools,32,42
2017,5,19,health_beauty,62,43
2017,5,19,home_appliances,6,44
2017,5,19,home_appliances_2,1,45
2017,5,19,home_confort,4,47
2017,5,19,home_construction,1,48
2017,5,19,housewares,45,49
2017,5,19,luggage_accessories,11,53
2017,5,19,market_place,3,54
2017,5,19,musical_instruments,2,56
2017,5,19,office_furniture,28,57
2017,5,19,perfumery,27,59
2017,5,19,pet_shop,16,60
2017,5,19,signaling_and_security,1,62
2017,5,19,small_appliances,3,63
2017,5,19,sports_leisure,56,65
2017,5,19,stationery,13,66
2017,5,19,tablets_printing_image,2,67
2017,5,19,telephony,44,68
2017,5,19,toys,45,69
2017,5,19,watches_gifts,32,70
2017,5,20,agro_industry_and_commerce,1,0
2017,5,20,air_conditioning,1,1
2017,5,20,art,2,2
2017,5,20,audio,6,4
2017,5,20,auto,28,5
2017,5,20,baby,25,6
2017,5,20,bed_bath_table,81,7
2017,5,20,books_general_interest,3,8
2017,5,20,computers_accessories,86,15
2017,5,20,consoles_games,10,16
2017,5,20,cool_stuff,68,20
2017,5,20,dvds_blu_ray,2,25
2017,5,20,electronics,17,26
2017,5,20,fashio_female_clothing,4,27
2017,5,20,fashion_bags_accessories,31,28
2017,5,20,fashion_childrens_clothes,1,29
2017,5,20,fashion_male_clothing,3,30
2017,5,20,fashion_shoes,5,31
2017,5,20,fashion_underwear_beach,3,33
2017,5,20,fixed_telephony,2,34
2017,5,20,food,2,36
2017,5,20,food_drink,5,37
2017,5,20,furniture_bedroom,5,38
2017,5,20,furniture_decor,75,39
2017,5,20,furniture_living_room,5,40
2017,5,20,furniture_mattress_and_upholstery,1,41
2017,5,20,garden_tools,30,42
2017,5,20,health_beauty,59,43
2017,5,20,home_appliances,5,44
2017,5,20,home_appliances_2,3,45
2017,5,20,home_confort,8,47
2017,5,20,home_construction,4,48
2017,5,20,housewares,94,49
2017,5,20,kitchen_dining_laundry_garden_furniture,4,51
2017,5,20,luggage_accessories,21,53
2017,5,20,market_place,9,54
2017,5,20,musical_instruments,4,56
2017,5,20,office_furniture,7,57
2017,5,20,perfumery,38,59
2017,5,20,pet_shop,17,60
2017,5,20,small_appliances,6,63
2017,5,20,sports_leisure,85,65
2017,5,20,stationery,15,66
2017,5,20,telephony,51,68
2017,5,20,toys,46,69
2017,5,20,watches_gifts,33,70
2017,5,21,agro_industry_and_commerce,1,0
2017,5,21,art,2,2
2017,5,21,audio,3,4
2017,5,21,auto,27,5
2017,5,21,baby,20,6
2017,5,21,bed_bath_table,101,7
2017,5,21,books_general_interest,4,8
2017,5,21,computers_accessories,57,15
2017,5,21,consoles_games,7,16
2017,5,21,cool_stuff,47,20
2017,5,21,costruction_tools_garden,3,21
2017,5,21,drinks,1,24
2017,5,21,dvds_blu_ray,1,25
2017,5,21,electronics,10,26
2017,5,21,fashion_bags_accessories,26,28
2017,5,21,fashion_shoes,5,31
2017,5,21,fashion_sport,1,32
2017,5,21,fashion_underwear_beach,1,33
2017,5,21,food_drink,2,37
2017,5,21,furniture_bedroom,1,38
2017,5,21,furniture_decor,49,39
2017,5,21,furniture_living_room,7,40
2017,5,21,garden_tools,26,42
2017,5,21,health_beauty,57,43
2017,5,21,home_appliances,2,44
2017,5,21,home_appliances_2,1,45
2017,5,21,home_confort,11,47
2017,5,21,home_construction,1,48
2017,5,21,housewares,57,49
2017,5,21,industry_commerce_and_business,1,50
2017,5,21,kitchen_dining_laundry_garden_furniture,3,51
2017,5,21,la_cuisine,1,52
2017,5,21,luggage_accessories,19,53
2017,5,21,market_place,1,54
2017,5,21,musical_instruments,5,56
2017,5,21,office_furniture,4,57
2017,5,21,perfumery,39,59
2017,5,21,pet_shop,8,60
2017,5,21,signaling_and_security,1,62
2017,5,21,small_appliances,5,63
2017,5,21,sports_leisure,75,65
2017,5,21,stationery,13,66
2017,5,21,tablets_printing_image,3,67
2017,5,21,telephony,45,68
2017,5,21,toys,48,69
2017,5,21,watches_gifts,34,70
2017,5,22,air_conditioning,1,1
2017,5,22,art,1,2
2017,5,22,audio,2,4
2017,5,22,auto,16,5
2017,5,22,baby,9,6
2017,5,22,bed_bath_table,36,7
2017,5,22,books_general_interest,2,8
2017,5,22,computers_accessories,34,15
2017,5,22,consoles_games,1,16
2017,5,22,construction_tools_construction,1,17
2017,5,22,cool_stuff,27,20
2017,5,22,electronics,9,26
2017,5,22,fashion_bags_accessories,7,28
2017,5,22,fashion_shoes,3,31
2017,5,22,fixed_telephony,2,34
2017,5,22,food_drink,1,37
2017,5,22,furniture_bedroom,1,38
2017,5,22,furniture_decor,29,39
2017,5,22,furniture_living_room,4,40
2017,5,22,furniture_mattress_and_upholstery,1,41
2017,5,22,garden_tools,10,42
2017,5,22,health_beauty,36,43
2017,5,22,home_appliances,5,44
2017,5,22,home_confort,4,47
2017,5,22,housewares,43,49
2017,5,22,luggage_accessories,9,53
2017,5,22,market_place,4,54
2017,5,22,musical_instruments,2,56
2017,5,22,office_furniture,5,57
2017,5,22,perfumery,11,59
2017,5,22,pet_shop,12,60
2017,5,22,signaling_and_security,2,62
2017,5,22,small_appliances,3,63
2017,5,22,sports_leisure,11,65
2017,5,22,stationery,5,66
2017,5,22,telephony,23,68
2017,5,22,toys,21,69
2017,5,22,watches_gifts,14,70
2017,6,22,auto,7,5
2017,6,22,baby,11,6
2017,6,22,bed_bath_table,39,7
2017,6,22,books_general_interest,2,8
2017,6,22,books_technical,1,10
2017,6,22,cine_photo,1,13
2017,6,22,computers_accessories,34,15
2017,6,22,consoles_games,2,16
2017,6,22,cool_stuff,30,20
2017,6,22,dvds_blu_ray,1,25
2017,6,22,electronics,8,26
2017,6,22,fashion_bags_accessories,14,28
2017,6,22,fashion_male_clothing,3,30
2017,6,22,fashion_shoes,4,31
2017,6,22,fashion_sport,1,32
2017,6,22,fixed_telephony,2,34
2017,6,22,furniture_decor,27,39
2017,6,22,furniture_living_room,1,40
2017,6,22,garden_tools,15,42
2017,6,22,health_beauty,43,43
2017,6,22,home_appliances,4,44
2017,6,22,home_appliances_2,1,45
2017,6,22,home_confort,2,47
2017,6,22,home_construction,5,48
2017,6,22,housewares,35,49
2017,6,22,industry_commerce_and_business,1,50
2017,6,22,kitchen_dining_laundry_garden_furniture,1,51
2017,6,22,luggage_accessories,11,53
2017,6,22,market_place,2,54
2017,6,22,musical_instruments,2,56
2017,6,22,office_furniture,5,57
2017,6,22,perfumery,22,59
2017,6,22,pet_shop,9,60
2017,6,22,small_appliances,4,63
2017,6,22,sports_leisure,34,65
2017,6,22,stationery,4,66
2017,6,22,tablets_printing_image,3,67
2017,6,22,telephony,20,68
2017,6,22,toys,25,69
2017,6,22,watches_gifts,16,70
2017,6,23,air_conditioning,5,1
2017,6,23,art,3,2
2017,6,23,audio,2,4
2017,6,23,auto,32,5
2017,6,23,baby,16,6
2017,6,23,bed_bath_table,99,7
2017,6,23,books_general_interest,7,8
2017,6,23,books_technical,1,10
2017,6,23,computers_accessories,69,15
2017,6,23,consoles_games,4,16
2017,6,23,construction_tools_construction,3,17
2017,6,23,cool_stuff,42,20
2017,6,23,drinks,1,24
2017,6,23,dvds_blu_ray,1,25
2017,6,23,electronics,8,26
2017,6,23,fashio_female_clothing,2,27
2017,6,23,fashion_bags_accessories,26,28
2017,6,23,fashion_childrens_clothes,1,29
2017,6,23,fashion_male_clothing,1,30
2017,6,23,fashion_shoes,3,31
2017,6,23,fashion_sport,2,32
2017,6,23,fixed_telephony,3,34
2017,6,23,food_drink,2,37
2017,6,23,furniture_bedroom,1,38
2017,6,23,furniture_decor,63,39
2017,6,23,furniture_living_room,9,40
2017,6,23,garden_tools,32,42
2017,6,23,health_beauty,54,43
2017,6,23,home_appliances,7,44
2017,6,23,home_appliances_2,1,45
2017,6,23,home_comfort_2,1,46
2017,6,23,home_confort,7,47
2017,6,23,housewares,66,49
2017,6,23,kitchen_dining_laundry_garden_furniture,1,51
2017,6,23,luggage_accessories,14,53
2017,6,23,market_place,6,54
2017,6,23,music,1,55
2017,6,23,musical_instruments,5,56
2017,6,23,office_furniture,6,57
2017,6,23,perfumery,44,59
2017,6,23,pet_shop,23,60
2017,6,23,signaling_and_security,1,62
2017,6,23,small_appliances,4,63
2017,6,23,sports_leisure,68,65
2017,6,23,stationery,9,66
2017,6,23,tablets_printing_image,2,67
2017,6,23,telephony,53,68
2017,6,23,toys,52,69
2017,6,23,watches_gifts,35,70
2017,6,24,air_conditioning,1,1
2017,6,24,art,1,2
2017,6,24,audio,5,4
2017,6,24,auto,27,5
2017,6,24,baby,27,6
2017,6,24,bed_bath_table,93,7
2017,6,24,books_general_interest,3,8
2017,6,24,books_imported,2,9
2017,6,24,computers_accessories,73,15
2017,6,24,consoles_games,7,16
2017,6,24,construction_tools_construction,4,17
2017,6,24,cool_stuff,51,20
2017,6,24,dvds_blu_ray,1,25
2017,6,24,electronics,11,26
2017,6,24,fashio_female_clothing,1,27
2017,6,24,fashion_bags_accessories,21,28
2017,6,24,fashion_male_clothing,4,30
2017,6,24,fashion_shoes,6,31
2017,6,24,fashion_sport,1,32
2017,6,24,fixed_telephony,3,34
2017,6,24,food,1,36
2017,6,24,furniture_bedroom,1,38
2017,6,24,furniture_decor,42,39
2017,6,24,furniture_living_room,2,40
2017,6,24,garden_tools,32,42
2017,6,24,health_beauty,52,43
2017,6,24,home_appliances,10,44
2017,6,24,home_appliances_2,1,45
2017,6,24,home_confort,2,47
2017,6,24,home_construction,1,48
2017,6,24,housewares,64,49
2017,6,24,luggage_accessories,14,53
2017,6,24,market_place,2,54
2017,6,24,musical_instruments,3,56
2017,6,24,office_furniture,12,57
2017,6,24,perfumery,35,59
2017,6,24,pet_shop,9,60
2017,6,24,small_appliances,6,63
2017,6,24,sports_leisure,70,65
2017,6,24,stationery,8,66
2017,6,24,tablets_printing_image,1,67
2017,6,24,telephony,43,68
2017,6,24,toys,33,69
2017,6,24,watches_gifts,25,70
2017,6,25,air_conditioning,3,1
2017,6,25,audio,1,4
2017,6,25,auto,23,5
2017,6,25,baby,15,6
2017,6,25,bed_bath_table,73,7
2017,6,25,books_general_interest,5,8
2017,6,25,christmas_supplies,3,12
2017,6,25,computers_accessories,52,15
2017,6,25,consoles_games,11,16
2017,6,25,cool_stuff,40,20
2017,6,25,costruction_tools_garden,1,21
2017,6,25,electronics,7,26
2017,6,25,fashion_bags_accessories,12,28
2017,6,25,fashion_male_clothing,1,30
2017,6,25,fashion_shoes,3,31
2017,6,25,fashion_underwear_beach,1,33
2017,6,25,fixed_telephony,1,34
2017,6,25,furniture_decor,56,39
2017,6,25,furniture_living_room,3,40
2017,6,25,garden_tools,15,42
2017,6,25,health_beauty,59,43
2017,6,25,home_appliances,11,44
2017,6,25,home_appliances_2,2,45
2017,6,25,home_confort,4,47
2017,6,25,housewares,83,49
2017,6,25,industry_commerce_and_business,1,50
2017,6,25,kitchen_dining_laundry_garden_furniture,1,51
2017,6,25,luggage_accessories,9,53
2017,6,25,market_place,3,54
2017,6,25,music,1,55
2017,6,25,musical_instruments,8,56
2017,6,25,office_furniture,18,57
2017,6,25,perfumery,24,59
2017,6,25,pet_shop,11,60
2017,6,25,small_appliances,3,63
2017,6,25,sports_leisure,47,65
2017,6,25,stationery,10,66
2017,6,25,telephony,23,68
2017,6,25,toys,27,69
2017,6,25,watches_gifts,30,70
2017,6,26,agro_industry_and_commerce,1,0
2017,6,26,air_conditioning,2,1
2017,6,26,audio,3,4
2017,6,26,auto,21,5
2017,6,26,baby,9,6
2017,6,26,bed_bath_table,65,7
2017,6,26,books_general_interest,3,8
2017,6,26,computers_accessories,26,15
2017,6,26,consoles_games,5,16
2017,6,26,construction_tools_construction,1,17
2017,6,26,cool_stuff,36,20
2017,6,26,costruction_tools_garden,3,21
2017,6,26,dvds_blu_ray,1,25
2017,6,26,electronics,7,26
2017,6,26,fashion_bags_accessories,8,28
2017,6,26,fashion_shoes,3,31
2017,6,26,fashion_sport,1,32
2017,6,26,fixed_telephony,3,34
2017,6,26,furniture_decor,42,39
2017,6,26,garden_tools,16,42
2017,6,26,health_beauty,46,43
2017,6,26,home_appliances,11,44
2017,6,26,home_appliances_2,1,45
2017,6,26,home_confort,2,47
2017,6,26,home_construction,2,48
2017,6,26,housewares,73,49
2017,6,26,kitchen_dining_laundry_garden_furniture,1,51
2017,6,26,luggage_accessories,12,53
2017,6,26,market_place,3,54
2017,6,26,music,2,55
2017,6,26,musical_instruments,2,56
2017,6,26,office_furniture,9,57
2017,6,26,perfumery,23,59
2017,6,26,pet_shop,11,60
2017,6,26,small_appliances,6,63
2017,6,26,small_appliances_home_oven_and_coffee,1,64
2017,6,26,sports_leisure,50,65
2017,6,26,stationery,7,66
2017,6,26,telephony,18,68
2017,6,26,toys,19,69
2017,6,26,watches_gifts,13,70
2017,7,26,auto,4,5
2017,7,26,baby,5,6
2017,7,26,bed_bath_table,25,7
2017,7,26,books_general_interest,1,8
2017,7,26,computers_accessories,8,15
2017,7,26,cool_stuff,21,20
2017,7,26,costruction_tools_garden,1,21
2017,7,26,electronics,3,26
2017,7,26,fashio_female_clothing,1,27
2017,7,26,fashion_bags_accessories,3,28
2017,7,26,fashion_shoes,1,31
2017,7,26,furniture_decor,22,39
2017,7,26,furniture_living_room,1,40
2017,7,26,garden_tools,4,42
2017,7,26,health_beauty,15,43
2017,7,26,home_appliances,2,44
2017,7,26,home_appliances_2,2,45
2017,7,26,home_comfort_2,1,46
2017,7,26,home_confort,3,47
2017,7,26,housewares,14,49
2017,7,26,luggage_accessories,2,53
2017,7,26,office_furniture,2,57
2017,7,26,perfumery,5,59
2017,7,26,pet_shop,2,60
2017,7,26,small_appliances,3,63
2017,7,26,sports_leisure,18,65
2017,7,26,stationery,5,66
2017,7,26,tablets_printing_image,1,67
2017,7,26,telephony,6,68
2017,7,26,toys,13,69
2017,7,26,watches_gifts,10,70
2017,7,27,air_conditioning,1,1
2017,7,27,art,2,2
2017,7,27,audio,1,4
2017,7,27,auto,19,5
2017,7,27,baby,24,6
2017,7,27,bed_bath_table,127,7
2017,7,27,books_general_interest,1,8
2017,7,27,cds_dvds_musicals,2,11
2017,7,27,computers_accessories,61,15
2017,7,27,consoles_games,7,16
2017,7,27,construction_tools_construction,1,17
2017,7,27,cool_stuff,55,20
2017,7,27,costruction_tools_garden,1,21
2017,7,27,drinks,1,24
2017,7,27,dvds_blu_ray,1,25
2017,7,27,electronics,21,26
2017,7,27,fashion_bags_accessories,16,28
2017,7,27,fashion_shoes,2,31
2017,7,27,fixed_telephony,4,34
2017,7,27,food,1,36
2017,7,27,food_drink,3,37
2017,7,27,furniture_bedroom,1,38
2017,7,27,furniture_decor,75,39
2017,7,27,furniture_living_room,4,40
2017,7,27,garden_tools,28,42
2017,7,27,health_beauty,61,43
2017,7,27,home_appliances,5,44
2017,7,27,home_appliances_2,1,45
2017,7,27,home_confort,8,47
2017,7,27,housewares,53,49
2017,7,27,industry_commerce_and_business,1,50
2017,7,27,luggage_accessories,17,53
2017,7,27,market_place,4,54
2017,7,27,music,1,55
2017,7,27,musical_instruments,4,56
2017,7,27,office_furniture,24,57
2017,7,27,perfumery,19,59
2017,7,27,pet_shop,23,60
2017,7,27,small_appliances,6,63
2017,7,27,sports_leisure,74,65
2017,7,27,stationery,19,66
2017,7,27,tablets_printing_image,1,67
2017,7,27,telephony,29,68
2017,7,27,toys,45,69
2017,7,27,watches_gifts,21,70
2017,7,28,agro_industry_and_commerce,1,0
2017,7,28,air_conditioning,1,1
2017,7,28,art,1,2
2017,7,28,arts_and_craftmanship,1,3
2017,7,28,audio,4,4
2017,7,28,auto,34,5
2017,7,28,baby,32,6
2017,7,28,bed_bath_table,137,7
2017,7,28,books_general_interest,1,8
2017,7,28,cds_dvds_musicals,2,11
2017,7,28,christmas_supplies,1,12
2017,7,28,computers_accessories,73,15
2017,7,28,consoles_games,8,16
2017,7,28,construction_tools_construction,3,17
2017,7,28,cool_stuff,63,20
2017,7,28,costruction_tools_garden,2,21
2017,7,28,dvds_blu_ray,2,25
2017,7,28,electronics,28,26
2017,7,28,fashion_bags_accessories,22,28
2017,7,28,fashion_male_clothing,5,30
2017,7,28,fashion_shoes,4,31
2017,7,28,fashion_underwear_beach,1,33
2017,7,28,fixed_telephony,2,34
2017,7,28,food,1,36
2017,7,28,food_drink,2,37
2017,7,28,furniture_decor,66,39
2017,7,28,furniture_living_room,12,40
2017,7,28,garden_tools,28,42
2017,7,28,health_beauty,90,43
2017,7,28,home_appliances,3,44
2017,7,28,home_appliances_2,1,45
2017,7,28,home_confort,17,47
2017,7,28,housewares,50,49
2017,7,28,industry_commerce_and_business,1,50
2017,7,28,kitchen_dining_laundry_garden_furniture,2,51
2017,7,28,la_cuisine,1,52
2017,7,28,luggage_accessories,21,53
2017,7,28,market_place,3,54
2017,7,28,musical_instruments,7,56
2017,7,28,office_furniture,24,57
2017,7,28,perfumery,33,59
2017,7,28,pet_shop,25,60
2017,7,28,signaling_and_security,2,62
2017,7,28,small_appliances,10,63
2017,7,28,sports_leisure,93,65
2017,7,28,stationery,16,66
2017,7,28,telephony,25,68
2017,7,28,toys,50,69
2017,7,28,watches_gifts,44,70
2017,7,29,air_conditioning,2,1
2017,7,29,auto,27,5
2017,7,29,baby,37,6
2017,7,29,bed_bath_table,151,7
2017,7,29,books_general_interest,6,8
2017,7,29,christmas_supplies,1,12
2017,7,29,computers_accessories,82,15
2017,7,29,consoles_games,9,16
2017,7,29,construction_tools_construction,1,17
2017,7,29,cool_stuff,50,20
2017,7,29,costruction_tools_garden,3,21
2017,7,29,electronics,23,26
2017,7,29,fashio_female_clothing,1,27
2017,7,29,fashion_bags_accessories,20,28
2017,7,29,fashion_male_clothing,3,30
2017,7,29,fashion_shoes,7,31
2017,7,29,fashion_sport,1,32
2017,7,29,fashion_underwear_beach,1,33
2017,7,29,fixed_telephony,1,34
2017,7,29,food,2,36
2017,7,29,food_drink,3,37
2017,7,29,furniture_bedroom,1,38
2017,7,29,furniture_decor,58,39
2017,7,29,furniture_living_room,6,40
2017,7,29,furniture_mattress_and_upholstery,1,41
2017,7,29,garden_tools,89,42
2017,7,29,health_beauty,69,43
2017,7,29,home_appliances,13,44
2017,7,29,home_confort,9,47
2017,7,29,housewares,57,49
2017,7,29,kitchen_dining_laundry_garden_furniture,6,51
2017,7,29,la_cuisine,2,52
2017,7,29,luggage_accessories,11,53
2017,7,29,market_place,2,54
2017,7,29,musical_instruments,6,56
2017,7,29,office_furniture,28,57
2017,7,29,perfumery,38,59
2017,7,29,pet_shop,20,60
2017,7,29,signaling_and_security,2,62
2017,7,29,small_appliances,6,63
2017,7,29,sports_leisure,75,65
2017,7,29,stationery,14,66
2017,7,29,telephony,35,68
2017,7,29,toys,40,69
2017,7,29,watches_gifts,43,70
2017,7,30,audio,1,4
2017,7,30,auto,28,5
2017,7,30,baby,22,6
2017,7,30,bed_bath_table,117,7
2017,7,30,books_general_interest,3,8
2017,7,30,books_technical,1,10
2017,7,30,cds_dvds_musicals,1,11
2017,7,30,computers_accessories,81,15
2017,7,30,consoles_games,19,16
2017,7,30,construction_tools_construction,1,17
2017,7,30,construction_tools_lights,1,18
2017,7,30,cool_stuff,34,20
2017,7,30,costruction_tools_garden,1,21
2017,7,30,drinks,2,24
2017,7,30,electronics,13,26
2017,7,30,fashio_female_clothing,1,27
2017,7,30,fashion_bags_accessories,21,28
2017,7,30,fashion_male_clothing,1,30
2017,7,30,fashion_shoes,4,31
2017,7,30,fashion_underwear_beach,1,33
2017,7,30,fixed_telephony,2,34
2017,7,30,food,3,36
2017,7,30,furniture_bedroom,2,38
2017,7,30,furniture_decor,81,39
2017,7,30,furniture_living_room,6,40
2017,7,30,garden_tools,27,42
2017,7,30,health_beauty,65,43
2017,7,30,home_appliances,12,44
2017,7,30,home_appliances_2,3,45
2017,7,30,home_confort,6,47
2017,7,30,home_construction,2,48
2017,7,30,housewares,78,49
2017,7,30,kitchen_dining_laundry_garden_furniture,2,51
2017,7,30,luggage_accessories,18,53
2017,7,30,market_place,3,54
2017,7,30,musical_instruments,11,56
2017,7,30,office_furniture,34,57
2017,7,30,party_supplies,1,58
2017,7,30,perfumery,25,59
2017,7,30,pet_shop,13,60
2017,7,30,signaling_and_security,1,62
2017,7,30,small_appliances,6,63
2017,7,30,sports_leisure,101,65
2017,7,30,stationery,21,66
2017,7,30,telephony,41,68
2017,7,30,toys,45,69
2017,7,30,watches_gifts,39,70
2017,7,31,air_conditioning,1,1
2017,7,31,auto,2,5
2017,7,31,baby,5,6
2017,7,31,bed_bath_table,12,7
2017,7,31,books_general_interest,1,8
2017,7,31,books_technical,1,10
2017,7,31,computers_accessories,15,15
2017,7,31,consoles_games,4,16
2017,7,31,cool_stuff,5,20
2017,7,31,electronics,6,26
2017,7,31,fashio_female_clothing,1,27
2017,7,31,fashion_bags_accessories,4,28
2017,7,31,fashion_shoes,1,31
2017,7,31,furniture_decor,12,39
2017,7,31,furniture_living_room,1,40
2017,7,31,garden_tools,8,42
2017,7,31,health_beauty,8,43
2017,7,31,home_appliances,2,44
2017,7,31,housewares,19,49
2017,7,31,kitchen_dining_laundry_garden_furniture,1,51
2017,7,31,la_cuisine,1,52
2017,7,31,luggage_accessories,4,53
2017,7,31,market_place,1,54
2017,7,31,musical_instruments,2,56
2017,7,31,office_furniture,3,57
2017,7,31,perfumery,1,59
2017,7,31,pet_shop,2,60
2017,7,31,sports_leisure,14,65
2017,7,31,stationery,2,66
2017,7,31,telephony,7,68
2017,7,31,toys,10,69
2017,7,31,watches_gifts,5,70
2017,8,31,air_conditioning,3,1
2017,8,31,audio,2,4
2017,8,31,auto,40,5
2017,8,31,baby,23,6
2017,8,31,bed_bath_table,81,7
2017,8,31,books_general_interest,4,8
2017,8,31,books_technical,1,10
2017,8,31,computers_accessories,69,15
2017,8,31,consoles_games,11,16
2017,8,31,construction_tools_construction,1,17
2017,8,31,construction_tools_lights,1,18
2017,8,31,cool_stuff,60,20
2017,8,31,costruction_tools_garden,1,21
2017,8,31,dvds_blu_ray,1,25
2017,8,31,electronics,10,26
2017,8,31,fashio_female_clothing,1,27
2017,8,31,fashion_bags_accessories,17,28
2017,8,31,fashion_male_clothing,3,30
2017,8,31,fashion_shoes,3,31
2017,8,31,fixed_telephony,3,34
2017,8,31,food,2,36
2017,8,31,food_drink,2,37
2017,8,31,furniture_decor,89,39
2017,8,31,furniture_living_room,8,40
2017,8,31,garden_tools,35,42
2017,8,31,health_beauty,69,43
2017,8,31,home_appliances,3,44
2017,8,31,home_appliances_2,1,45
2017,8,31,home_confort,6,47
2017,8,31,housewares,59,49
2017,8,31,kitchen_dining_laundry_garden_furniture,1,51
2017,8,31,luggage_accessories,11,53
2017,8,31,market_place,5,54
2017,8,31,musical_instruments,4,56
2017,8,31,office_furniture,10,57
2017,8,31,perfumery,19,59
2017,8,31,pet_shop,16,60
2017,8,31,signaling_and_security,1,62
2017,8,31,small_appliances,11,63
2017,8,31,sports_leisure,74,65
2017,8,31,stationery,13,66
2017,8,31,tablets_printing_image,1,67
2017,8,31,telephony,31,68
2017,8,31,toys,44,69
2017,8,31,watches_gifts,49,70
2017,8,32,air_conditioning,3,1
2017,8,32,art,2,2
2017,8,32,audio,2,4
2017,8,32,auto,22,5
2017,8,32,baby,22,6
2017,8,32,bed_bath_table,135,7
2017,8,32,books_general_interest,8,8
2017,8,32,books_technical,2,10
2017,8,32,cds_dvds_musicals,2,11
2017,8,32,computers_accessories,75,15
2017,8,32,consoles_games,10,16
2017,8,32,construction_tools_construction,1,17
2017,8,32,cool_stuff,67,20
2017,8,32,costruction_tools_garden,1,21
2017,8,32,drinks,1,24
2017,8,32,dvds_blu_ray,3,25
2017,8,32,electronics,20,26
2017,8,32,fashio_female_clothing,1,27
2017,8,32,fashion_bags_accessories,19,28
2017,8,32,fashion_male_clothing,1,30
2017,8,32,fashion_shoes,4,31
2017,8,32,fashion_underwear_beach,4,33
2017,8,32,fixed_telephony,10,34
2017,8,32,food,2,36
2017,8,32,food_drink,1,37
2017,8,32,furniture_bedroom,2,38
2017,8,32,furniture_decor,77,39
2017,8,32,furniture_living_room,3,40
2017,8,32,garden_tools,50,42
2017,8,32,health_beauty,67,43
2017,8,32,home_appliances,11,44
2017,8,32,home_appliances_2,2,45
2017,8,32,home_confort,10,47
2017,8,32,housewares,62,49
2017,8,32,kitchen_dining_laundry_garden_furniture,3,51
2017,8,32,la_cuisine,1,52
2017,8,32,luggage_accessories,22,53
2017,8,32,market_place,6,54
2017,8,32,musical_instruments,2,56
2017,8,32,office_furniture,17,57
2017,8,32,perfumery,23,59
2017,8,32,pet_shop,23,60
2017,8,32,signaling_and_security,1,62
2017,8,32,small_appliances,6,63
2017,8,32,small_appliances_home_oven_and_coffee,1,64
2017,8,32,sports_leisure,98,65
2017,8,32,stationery,22,66
2017,8,32,tablets_printing_image,1,67
2017,8,32,telephony,27,68
2017,8,32,toys,40,69
2017,8,32,watches_gifts,37,70
2017,8,33,air_conditioning,3,1
2017,8,33,audio,2,4
2017,8,33,auto,38,5
2017,8,33,baby,28,6
2017,8,33,bed_bath_table,140,7
2017,8,33,books_general_interest,2,8
2017,8,33,computers_accessories,85,15
2017,8,33,consoles_games,21,16
2017,8,33,construction_tools_construction,3,17
2017,8,33,cool_stuff,52,20
2017,8,33,drinks,1,24
2017,8,33,dvds_blu_ray,1,25
2017,8,33,electronics,8,26
2017,8,33,fashio_female_clothing,2,27
2017,8,33,fashion_bags_accessories,32,28
2017,8,33,fashion_male_clothing,5,30
2017,8,33,fashion_shoes,7,31
2017,8,33,fashion_sport,1,32
2017,8,33,fashion_underwear_beach,3,33
2017,8,33,fixed_telephony,6,34
2017,8,33,food,1,36
2017,8,33,food_drink,5,37
2017,8,33,furniture_decor,98,39
2017,8,33,furniture_living_room,4,40
2017,8,33,furniture_mattress_and_upholstery,1,41
2017,8,33,garden_tools,71,42
2017,8,33,health_beauty,84,43
2017,8,33,home_appliances,12,44
2017,8,33,home_appliances_2,6,45
2017,8,33,home_comfort_2,1,46
2017,8,33,home_confort,2,47
2017,8,33,home_construction,1,48
2017,8,33,housewares,60,49
2017,8,33,industry_commerce_and_business,2,50
2017,8,33,kitchen_dining_laundry_garden_furniture,2,51
2017,8,33,luggage_accessories,11,53
2017,8,33,market_place,5,54
2017,8,33,musical_instruments,5,56
2017,8,33,office_furniture,16,57
2017,8,33,perfumery,33,59
2017,8,33,pet_shop,8,60
2017,8,33,signaling_and_security,1,62
2017,8,33,small_appliances,9,63
2017,8,33,sports_leisure,103,65
2017,8,33,stationery,19,66
2017,8,33,telephony,31,68
2017,8,33,toys,43,69
